,Tel,Price,Metrdist,N,lon,Bal,Kitsp,lat,Brick,Totsp,Walk,Dist,Livesp,Rooms,District,New,Nfloors,Floor
1151,1.0,5900000,10,1151,37.569773,0.0,6,55.868753,0.0,45,0.0,1.2789578489114066,28,2,0,0.0,9,7
1152,1.0,3012540,,1152,37.474049,1.0,–,55.871854,,"25,5",,1.2789578489114066,–,1,0,,9,6
1153,1.0,3118080,,1153,37.474049,1.0,–,55.871854,,"26,9",,1.2789578489114066,–,1,0,,9,4
1154,1.0,3442800,,1154,37.474049,1.0,–,55.871854,,"28,7",,1.2789578489114066,–,1,0,,9,8
1155,1.0,3477600,20,1155,37.548865,1.0,"10,8",55.925023,1.0,"33,6",0.0,1.2789578489114066,"13,8",1,0,,16,5
1156,1.0,3487950,20,1156,37.548865,1.0,"12,7",55.925023,1.0,"33,7",0.0,1.2789578489114066,"12,7",1,0,,16,2
1157,1.0,3490300,20,1157,37.548865,1.0,"10,8",55.925023,1.0,"33,4",0.0,1.2789578489114066,"13,5",1,0,,16,7
1158,1.0,3498000,20,1158,37.473391,1.0,–,55.869424,1.0,"27,5",1.0,1.2789578489114066,–,1,0,,17,7
1159,1.0,3513150,20,1159,37.548865,1.0,"12,6",55.925023,1.0,"33,3",0.0,1.2789578489114066,"12,7",1,0,,16,11
1160,1.0,3568278,20,1160,37.473391,1.0,–,55.869424,1.0,"29,4",1.0,1.2789578489114066,–,1,0,,17,2
1161,1.0,3611850,20,1161,37.548865,1.0,"13,7",55.925023,1.0,"36,3",0.0,1.2789578489114066,"14,2",1,0,,16,2
1162,1.0,3633700,20,1162,37.548865,1.0,"12,2",55.925023,1.0,"35,8",0.0,1.2789578489114066,"14,2",1,0,,16,10
1163,1.0,3642372,20,1163,37.473391,1.0,–,55.869424,1.0,"27,6",1.0,1.2789578489114066,–,1,0,,17,11
1164,1.0,3707548,20,1164,37.548865,1.0,–,55.925023,1.0,"32,8",0.0,1.2789578489114066,"24,2",1,0,,14,2
1165,1.0,3827200,20,1165,37.548865,1.0,"14,6",55.925023,1.0,"36,8",0.0,1.2789578489114066,"14,1",1,0,,16,7
1166,0.0,3950000,15,1166,37.54012,0.0,5,55.886393,1.0,26,0.0,1.2789578489114066,17,1,0,0.0,5,1
1167,0.0,4023689,10,1167,37.549417,0.0,–,55.861176,1.0,"29,8",0.0,1.2789578489114066,"29,8",1,0,0.0,8,4
1168,1.0,4173120,20,1168,37.548865,1.0,"12,1",55.925023,1.0,"43,5",0.0,1.2789578489114066,"17,7",1,0,,16,3
1169,1.0,4223775,20,1169,37.548865,1.0,"11,2",55.925023,1.0,"42,5",0.0,1.2789578489114066,"17,6",1,0,,16,4
1170,1.0,4300000,,1170,37.516341,1.0,7,55.879571,0.0,"32,1",,1.2789578489114066,"18,3",1,0,0.0,5,4
1171,1.0,4350000,10,1171,37.5372,,–,55.848559,1.0,18,0.0,1.2789578489114066,14,1,0,0.0,5,5
1172,1.0,4370445,20,1172,37.548865,1.0,"12,4",55.925023,1.0,"44,4",0.0,1.2789578489114066,"17,4",1,0,,16,4
1173,1.0,4373760,20,1173,37.548865,1.0,–,55.925023,1.0,"42,9",0.0,1.2789578489114066,"29,9",2,0,,16,6
1174,1.0,4399000,,1174,37.53738,,6,55.894025,0.0,33,,1.2789578489114066,20,1,0,0.0,5,1
1175,0.0,4400000,12,1175,37.569593,,5,55.79394,0.0,20,1.0,1.2789578489114066,11,1,0,0.0,5,2
1176,1.0,4400000,,1176,37.535511,,"5,6",55.840336,0.0,"33,4",,1.2789578489114066,"18,9",1,0,,5,1
1177,,7773522,10,1177,37.543794,1.0,"12,9",55.879824,1.0,"61,8",0.0,1.2789578489114066,33,2,0,,24,2
1178,1.0,6415968,14,1178,37.4958,0.0,"10,5",55.835565,1.0,"31,8",1.0,1.2789578489114066,"9,4",1,0,,22,2
1179,1.0,15400000,20,1179,37.561859,,–,55.810658,1.0,55,1.0,1.2789578489114066,44,1,0,0.0,30,7
1180,1.0,3012540,,1180,37.474049,1.0,–,55.871854,,"25,5",,1.2789578489114066,–,1,0,,9,6
1181,1.0,3118080,,1181,37.474049,1.0,–,55.871854,,"26,9",,1.2789578489114066,–,1,0,,9,4
1182,1.0,3442800,,1182,37.474049,1.0,–,55.871854,,"28,7",,1.2789578489114066,–,1,0,,9,8
1183,1.0,3477600,20,1183,37.548865,1.0,"10,8",55.925023,1.0,"33,6",0.0,1.2789578489114066,"13,8",1,0,,16,5
1184,1.0,3487950,20,1184,37.548865,1.0,"12,7",55.925023,1.0,"33,7",0.0,1.2789578489114066,"12,7",1,0,,16,2
1185,1.0,3490300,20,1185,37.548865,1.0,"10,8",55.925023,1.0,"33,4",0.0,1.2789578489114066,"13,5",1,0,,16,7
1186,1.0,3498000,20,1186,37.473391,1.0,–,55.869424,1.0,"27,5",1.0,1.2789578489114066,–,1,0,,17,7
1187,1.0,3513150,20,1187,37.548865,1.0,"12,6",55.925023,1.0,"33,3",0.0,1.2789578489114066,"12,7",1,0,,16,11
1188,1.0,3568278,20,1188,37.473391,1.0,–,55.869424,1.0,"29,4",1.0,1.2789578489114066,–,1,0,,17,2
1189,1.0,3611850,20,1189,37.548865,1.0,"13,7",55.925023,1.0,"36,3",0.0,1.2789578489114066,"14,2",1,0,,16,2
1190,1.0,3633700,20,1190,37.548865,1.0,"12,2",55.925023,1.0,"35,8",0.0,1.2789578489114066,"14,2",1,0,,16,10
1191,1.0,3642372,20,1191,37.473391,1.0,–,55.869424,1.0,"27,6",1.0,1.2789578489114066,–,1,0,,17,11
1192,1.0,3707548,20,1192,37.548865,1.0,–,55.925023,1.0,"32,8",0.0,1.2789578489114066,"24,2",1,0,,14,2
1193,1.0,3827200,20,1193,37.548865,1.0,"14,6",55.925023,1.0,"36,8",0.0,1.2789578489114066,"14,1",1,0,,16,7
1194,0.0,3950000,15,1194,37.54012,0.0,5,55.886393,1.0,26,0.0,1.2789578489114066,17,1,0,0.0,5,1
1195,0.0,4023689,10,1195,37.549417,0.0,–,55.861176,1.0,"29,8",0.0,1.2789578489114066,"29,8",1,0,0.0,8,4
1196,1.0,4173120,20,1196,37.548865,1.0,"12,1",55.925023,1.0,"43,5",0.0,1.2789578489114066,"17,7",1,0,,16,3
1197,1.0,4223775,20,1197,37.548865,1.0,"11,2",55.925023,1.0,"42,5",0.0,1.2789578489114066,"17,6",1,0,,16,4
1198,1.0,4300000,,1198,37.516341,1.0,7,55.879571,0.0,"32,1",,1.2789578489114066,"18,3",1,0,0.0,5,4
1199,1.0,4350000,10,1199,37.5372,,–,55.848559,1.0,18,0.0,1.2789578489114066,14,1,0,0.0,5,5
1200,1.0,4370445,20,1200,37.548865,1.0,"12,4",55.925023,1.0,"44,4",0.0,1.2789578489114066,"17,4",1,0,,16,4
1201,1.0,4373760,20,1201,37.548865,1.0,–,55.925023,1.0,"42,9",0.0,1.2789578489114066,"29,9",2,0,,16,6
1202,1.0,4399000,,1202,37.53738,,6,55.894025,0.0,33,,1.2789578489114066,20,1,0,0.0,5,1
1203,0.0,4400000,12,1203,37.569593,,5,55.79394,0.0,20,1.0,1.2789578489114066,11,1,0,0.0,5,2
1204,1.0,4400000,,1204,37.535511,,"5,6",55.840336,0.0,"33,4",,1.2789578489114066,"18,9",1,0,,5,1
1205,1.0,9097475,15,1205,37.570465,,–,55.781509,1.0,"35,3",1.0,1.2789578489114066,"14,7",1,0,,7,1
1206,1.0,13655132,8,1206,37.570258,,–,55.781375,1.0,"55,0",1.0,1.2789578489114066,"25,3",2,0,,7,1
1207,1.0,2677500,20,1207,37.548865,1.0,–,55.925023,1.0,"25,5",0.0,1.2789578489114066,"17,9",1,0,,16,2
1208,1.0,3012540,,1208,37.474049,1.0,–,55.871854,,"25,5",,1.2789578489114066,–,1,0,,9,6
1209,1.0,3118080,,1209,37.474049,1.0,–,55.871854,,"26,9",,1.2789578489114066,–,1,0,,9,4
1210,1.0,3442800,,1210,37.474049,1.0,–,55.871854,,"28,7",,1.2789578489114066,–,1,0,,9,8
1211,1.0,3477600,20,1211,37.548865,1.0,"10,8",55.925023,1.0,"33,6",0.0,1.2789578489114066,"13,8",1,0,,16,5
1212,1.0,3487950,20,1212,37.548865,1.0,"12,7",55.925023,1.0,"33,7",0.0,1.2789578489114066,"12,7",1,0,,16,2
1213,1.0,3490300,20,1213,37.548865,1.0,"10,8",55.925023,1.0,"33,4",0.0,1.2789578489114066,"13,5",1,0,,16,7
1214,1.0,3498000,20,1214,37.473391,1.0,–,55.869424,1.0,"27,5",1.0,1.2789578489114066,–,1,0,,17,7
1215,1.0,3513150,20,1215,37.548865,1.0,"12,6",55.925023,1.0,"33,3",0.0,1.2789578489114066,"12,7",1,0,,16,11
1216,1.0,3568278,20,1216,37.473391,1.0,–,55.869424,1.0,"29,4",1.0,1.2789578489114066,–,1,0,,17,2
1217,1.0,3611850,20,1217,37.548865,1.0,"13,7",55.925023,1.0,"36,3",0.0,1.2789578489114066,"14,2",1,0,,16,2
1218,1.0,3633700,20,1218,37.548865,1.0,"12,2",55.925023,1.0,"35,8",0.0,1.2789578489114066,"14,2",1,0,,16,10
1219,1.0,3642372,20,1219,37.473391,1.0,–,55.869424,1.0,"27,6",1.0,1.2789578489114066,–,1,0,,17,11
1220,1.0,3707548,20,1220,37.548865,1.0,–,55.925023,1.0,"32,8",0.0,1.2789578489114066,"24,2",1,0,,14,2
1221,1.0,3827200,20,1221,37.548865,1.0,"14,6",55.925023,1.0,"36,8",0.0,1.2789578489114066,"14,1",1,0,,16,7
1222,0.0,3950000,15,1222,37.54012,0.0,5,55.886393,1.0,26,0.0,1.2789578489114066,17,1,0,0.0,5,1
1223,0.0,4023689,10,1223,37.549417,0.0,–,55.861176,1.0,"29,8",0.0,1.2789578489114066,"29,8",1,0,0.0,8,4
1224,1.0,4173120,20,1224,37.548865,1.0,"12,1",55.925023,1.0,"43,5",0.0,1.2789578489114066,"17,7",1,0,,16,3
1225,1.0,4223775,20,1225,37.548865,1.0,"11,2",55.925023,1.0,"42,5",0.0,1.2789578489114066,"17,6",1,0,,16,4
1226,1.0,4300000,,1226,37.516341,1.0,7,55.879571,0.0,"32,1",,1.2789578489114066,"18,3",1,0,0.0,5,4
1227,1.0,4350000,10,1227,37.5372,,–,55.848559,1.0,18,0.0,1.2789578489114066,14,1,0,0.0,5,5
1228,1.0,4370445,20,1228,37.548865,1.0,"12,4",55.925023,1.0,"44,4",0.0,1.2789578489114066,"17,4",1,0,,16,4
1229,1.0,4373760,20,1229,37.548865,1.0,–,55.925023,1.0,"42,9",0.0,1.2789578489114066,"29,9",2,0,,16,6
1230,1.0,4399000,,1230,37.53738,,6,55.894025,0.0,33,,1.2789578489114066,20,1,0,0.0,5,1
1231,0.0,4400000,12,1231,37.569593,,5,55.79394,0.0,20,1.0,1.2789578489114066,11,1,0,0.0,5,2
1232,1.0,4400000,,1232,37.535511,,"5,6",55.840336,0.0,"33,4",,1.2789578489114066,"18,9",1,0,,5,1
1233,1.0,11600000,15,1233,37.500441,1.0,10,55.831873,0.0,53,1.0,1.2789578489114066,33,2,0,0.0,17,15
1234,1.0,9900000,,1234,37.509532,1.0,12,55.853218,1.0,55,,1.2789578489114066,25,1,0,0.0,25,21
1235,1.0,4536760,,1235,37.474049,1.0,–,55.871854,,"39,1",,1.2789578489114066,–,2,0,,9,4
1236,1.0,3012540,,1236,37.474049,1.0,–,55.871854,,"25,5",,1.2789578489114066,–,1,0,,9,6
1237,1.0,3118080,,1237,37.474049,1.0,–,55.871854,,"26,9",,1.2789578489114066,–,1,0,,9,4
1238,1.0,3442800,,1238,37.474049,1.0,–,55.871854,,"28,7",,1.2789578489114066,–,1,0,,9,8
1239,1.0,3477600,20,1239,37.548865,1.0,"10,8",55.925023,1.0,"33,6",0.0,1.2789578489114066,"13,8",1,0,,16,5
1240,1.0,3487950,20,1240,37.548865,1.0,"12,7",55.925023,1.0,"33,7",0.0,1.2789578489114066,"12,7",1,0,,16,2
1241,1.0,3490300,20,1241,37.548865,1.0,"10,8",55.925023,1.0,"33,4",0.0,1.2789578489114066,"13,5",1,0,,16,7
1242,1.0,3498000,20,1242,37.473391,1.0,–,55.869424,1.0,"27,5",1.0,1.2789578489114066,–,1,0,,17,7
1243,1.0,3513150,20,1243,37.548865,1.0,"12,6",55.925023,1.0,"33,3",0.0,1.2789578489114066,"12,7",1,0,,16,11
1244,1.0,3568278,20,1244,37.473391,1.0,–,55.869424,1.0,"29,4",1.0,1.2789578489114066,–,1,0,,17,2
1245,1.0,3611850,20,1245,37.548865,1.0,"13,7",55.925023,1.0,"36,3",0.0,1.2789578489114066,"14,2",1,0,,16,2
1246,1.0,3633700,20,1246,37.548865,1.0,"12,2",55.925023,1.0,"35,8",0.0,1.2789578489114066,"14,2",1,0,,16,10
1247,1.0,3642372,20,1247,37.473391,1.0,–,55.869424,1.0,"27,6",1.0,1.2789578489114066,–,1,0,,17,11
1248,1.0,3707548,20,1248,37.548865,1.0,–,55.925023,1.0,"32,8",0.0,1.2789578489114066,"24,2",1,0,,14,2
1249,1.0,3827200,20,1249,37.548865,1.0,"14,6",55.925023,1.0,"36,8",0.0,1.2789578489114066,"14,1",1,0,,16,7
1250,0.0,3950000,15,1250,37.54012,0.0,5,55.886393,1.0,26,0.0,1.2789578489114066,17,1,0,0.0,5,1
1251,0.0,4023689,10,1251,37.549417,0.0,–,55.861176,1.0,"29,8",0.0,1.2789578489114066,"29,8",1,0,0.0,8,4
1252,1.0,4173120,20,1252,37.548865,1.0,"12,1",55.925023,1.0,"43,5",0.0,1.2789578489114066,"17,7",1,0,,16,3
1253,1.0,4223775,20,1253,37.548865,1.0,"11,2",55.925023,1.0,"42,5",0.0,1.2789578489114066,"17,6",1,0,,16,4
1254,1.0,4300000,,1254,37.516341,1.0,7,55.879571,0.0,"32,1",,1.2789578489114066,"18,3",1,0,0.0,5,4
1255,1.0,4350000,10,1255,37.5372,,–,55.848559,1.0,18,0.0,1.2789578489114066,14,1,0,0.0,5,5
1256,1.0,4370445,20,1256,37.548865,1.0,"12,4",55.925023,1.0,"44,4",0.0,1.2789578489114066,"17,4",1,0,,16,4
1257,1.0,4373760,20,1257,37.548865,1.0,–,55.925023,1.0,"42,9",0.0,1.2789578489114066,"29,9",2,0,,16,6
1258,1.0,4399000,,1258,37.53738,,6,55.894025,0.0,33,,1.2789578489114066,20,1,0,0.0,5,1
1259,0.0,4400000,12,1259,37.569593,,5,55.79394,0.0,20,1.0,1.2789578489114066,11,1,0,0.0,5,2
1260,1.0,4400000,,1260,37.535511,,"5,6",55.840336,0.0,"33,4",,1.2789578489114066,"18,9",1,0,,5,1
1261,,10472850,,1261,37.571943,,–,55.81717,,"55,5",,1.2789578489114066,–,1,0,,12,2
1262,1.0,45600000,3,1262,37.515901,,10,55.807127,1.0,102,1.0,1.2789578489114066,70,2,0,0.0,26,19
1263,1.0,4466200,2,1263,37.494315,1.0,–,55.841018,1.0,"27,4",1.0,1.2789578489114066,–,1,0,,29,2
1264,1.0,3012540,,1264,37.474049,1.0,–,55.871854,,"25,5",,1.2789578489114066,–,1,0,,9,6
1265,1.0,3118080,,1265,37.474049,1.0,–,55.871854,,"26,9",,1.2789578489114066,–,1,0,,9,4
1266,1.0,3442800,,1266,37.474049,1.0,–,55.871854,,"28,7",,1.2789578489114066,–,1,0,,9,8
1267,1.0,3477600,20,1267,37.548865,1.0,"10,8",55.925023,1.0,"33,6",0.0,1.2789578489114066,"13,8",1,0,,16,5
1268,1.0,3487950,20,1268,37.548865,1.0,"12,7",55.925023,1.0,"33,7",0.0,1.2789578489114066,"12,7",1,0,,16,2
1269,1.0,3490300,20,1269,37.548865,1.0,"10,8",55.925023,1.0,"33,4",0.0,1.2789578489114066,"13,5",1,0,,16,7
1270,1.0,3498000,20,1270,37.473391,1.0,–,55.869424,1.0,"27,5",1.0,1.2789578489114066,–,1,0,,17,7
1271,1.0,3513150,20,1271,37.548865,1.0,"12,6",55.925023,1.0,"33,3",0.0,1.2789578489114066,"12,7",1,0,,16,11
1272,1.0,3568278,20,1272,37.473391,1.0,–,55.869424,1.0,"29,4",1.0,1.2789578489114066,–,1,0,,17,2
1273,1.0,3611850,20,1273,37.548865,1.0,"13,7",55.925023,1.0,"36,3",0.0,1.2789578489114066,"14,2",1,0,,16,2
1274,1.0,3633700,20,1274,37.548865,1.0,"12,2",55.925023,1.0,"35,8",0.0,1.2789578489114066,"14,2",1,0,,16,10
1275,1.0,3642372,20,1275,37.473391,1.0,–,55.869424,1.0,"27,6",1.0,1.2789578489114066,–,1,0,,17,11
1276,1.0,3707548,20,1276,37.548865,1.0,–,55.925023,1.0,"32,8",0.0,1.2789578489114066,"24,2",1,0,,14,2
1277,1.0,3827200,20,1277,37.548865,1.0,"14,6",55.925023,1.0,"36,8",0.0,1.2789578489114066,"14,1",1,0,,16,7
1278,0.0,3950000,15,1278,37.54012,0.0,5,55.886393,1.0,26,0.0,1.2789578489114066,17,1,0,0.0,5,1
1279,0.0,4023689,10,1279,37.549417,0.0,–,55.861176,1.0,"29,8",0.0,1.2789578489114066,"29,8",1,0,0.0,8,4
1280,1.0,4173120,20,1280,37.548865,1.0,"12,1",55.925023,1.0,"43,5",0.0,1.2789578489114066,"17,7",1,0,,16,3
1281,1.0,4223775,20,1281,37.548865,1.0,"11,2",55.925023,1.0,"42,5",0.0,1.2789578489114066,"17,6",1,0,,16,4
1282,1.0,4300000,,1282,37.516341,1.0,7,55.879571,0.0,"32,1",,1.2789578489114066,"18,3",1,0,0.0,5,4
1283,1.0,4350000,10,1283,37.5372,,–,55.848559,1.0,18,0.0,1.2789578489114066,14,1,0,0.0,5,5
1284,1.0,4370445,20,1284,37.548865,1.0,"12,4",55.925023,1.0,"44,4",0.0,1.2789578489114066,"17,4",1,0,,16,4
1285,1.0,4373760,20,1285,37.548865,1.0,–,55.925023,1.0,"42,9",0.0,1.2789578489114066,"29,9",2,0,,16,6
1286,1.0,4399000,,1286,37.53738,,6,55.894025,0.0,33,,1.2789578489114066,20,1,0,0.0,5,1
1287,0.0,4400000,12,1287,37.569593,,5,55.79394,0.0,20,1.0,1.2789578489114066,11,1,0,0.0,5,2
1288,1.0,4400000,,1288,37.535511,,"5,6",55.840336,0.0,"33,4",,1.2789578489114066,"18,9",1,0,,5,1
1289,1.0,13300000,15,1289,37.501474,1.0,15,55.831231,0.0,60,1.0,1.2789578489114066,36,2,0,,25,13
1290,1.0,9766295,8,1290,37.570465,,–,55.781509,1.0,"35,4",1.0,1.2789578489114066,"7,9",1,0,,7,2
1291,1.0,4970000,14,1291,37.555714,,"6,7",55.843495,,"33,1",0.0,1.2789578489114066,"19,1",1,0,0.0,9,4
1292,1.0,3012540,,1292,37.474049,1.0,–,55.871854,,"25,5",,1.2789578489114066,–,1,0,,9,6
1293,1.0,3118080,,1293,37.474049,1.0,–,55.871854,,"26,9",,1.2789578489114066,–,1,0,,9,4
1294,1.0,3442800,,1294,37.474049,1.0,–,55.871854,,"28,7",,1.2789578489114066,–,1,0,,9,8
1295,1.0,3477600,20,1295,37.548865,1.0,"10,8",55.925023,1.0,"33,6",0.0,1.2789578489114066,"13,8",1,0,,16,5
1296,1.0,3487950,20,1296,37.548865,1.0,"12,7",55.925023,1.0,"33,7",0.0,1.2789578489114066,"12,7",1,0,,16,2
1297,1.0,3490300,20,1297,37.548865,1.0,"10,8",55.925023,1.0,"33,4",0.0,1.2789578489114066,"13,5",1,0,,16,7
1298,1.0,3498000,20,1298,37.473391,1.0,–,55.869424,1.0,"27,5",1.0,1.2789578489114066,–,1,0,,17,7
1299,1.0,3513150,20,1299,37.548865,1.0,"12,6",55.925023,1.0,"33,3",0.0,1.2789578489114066,"12,7",1,0,,16,11
1300,1.0,3568278,20,1300,37.473391,1.0,–,55.869424,1.0,"29,4",1.0,1.2789578489114066,–,1,0,,17,2
1301,1.0,3611850,20,1301,37.548865,1.0,"13,7",55.925023,1.0,"36,3",0.0,1.2789578489114066,"14,2",1,0,,16,2
1302,1.0,3633700,20,1302,37.548865,1.0,"12,2",55.925023,1.0,"35,8",0.0,1.2789578489114066,"14,2",1,0,,16,10
1303,1.0,3642372,20,1303,37.473391,1.0,–,55.869424,1.0,"27,6",1.0,1.2789578489114066,–,1,0,,17,11
1304,1.0,3707548,20,1304,37.548865,1.0,–,55.925023,1.0,"32,8",0.0,1.2789578489114066,"24,2",1,0,,14,2
1305,1.0,3827200,20,1305,37.548865,1.0,"14,6",55.925023,1.0,"36,8",0.0,1.2789578489114066,"14,1",1,0,,16,7
1306,0.0,3950000,15,1306,37.54012,0.0,5,55.886393,1.0,26,0.0,1.2789578489114066,17,1,0,0.0,5,1
1307,0.0,4023689,10,1307,37.549417,0.0,–,55.861176,1.0,"29,8",0.0,1.2789578489114066,"29,8",1,0,0.0,8,4
1308,1.0,4173120,20,1308,37.548865,1.0,"12,1",55.925023,1.0,"43,5",0.0,1.2789578489114066,"17,7",1,0,,16,3
1309,1.0,4223775,20,1309,37.548865,1.0,"11,2",55.925023,1.0,"42,5",0.0,1.2789578489114066,"17,6",1,0,,16,4
1310,1.0,4300000,,1310,37.516341,1.0,7,55.879571,0.0,"32,1",,1.2789578489114066,"18,3",1,0,0.0,5,4
1311,1.0,4350000,10,1311,37.5372,,–,55.848559,1.0,18,0.0,1.2789578489114066,14,1,0,0.0,5,5
1312,1.0,4370445,20,1312,37.548865,1.0,"12,4",55.925023,1.0,"44,4",0.0,1.2789578489114066,"17,4",1,0,,16,4
1313,1.0,4373760,20,1313,37.548865,1.0,–,55.925023,1.0,"42,9",0.0,1.2789578489114066,"29,9",2,0,,16,6
1314,1.0,4399000,,1314,37.53738,,6,55.894025,0.0,33,,1.2789578489114066,20,1,0,0.0,5,1
1315,0.0,4400000,12,1315,37.569593,,5,55.79394,0.0,20,1.0,1.2789578489114066,11,1,0,0.0,5,2
1316,1.0,4400000,,1316,37.535511,,"5,6",55.840336,0.0,"33,4",,1.2789578489114066,"18,9",1,0,,5,1
1317,0.0,32000000,15,1317,37.520411,0.0,–,55.791177,0.0,85,0.0,1.2789578489114066,70,2,0,,25,24
1318,1.0,13029764,7,1318,37.570258,0.0,–,55.781375,1.0,"44,4",1.0,1.2789578489114066,–,2,0,,7,2
1319,1.0,13300000,15,1319,37.501474,1.0,15,55.831231,0.0,60,1.0,1.2789578489114066,36,2,0,,25,13
1320,1.0,3012540,,1320,37.474049,1.0,–,55.871854,,"25,5",,1.2789578489114066,–,1,0,,9,6
1321,1.0,3118080,,1321,37.474049,1.0,–,55.871854,,"26,9",,1.2789578489114066,–,1,0,,9,4
1322,1.0,3442800,,1322,37.474049,1.0,–,55.871854,,"28,7",,1.2789578489114066,–,1,0,,9,8
1323,1.0,3477600,20,1323,37.548865,1.0,"10,8",55.925023,1.0,"33,6",0.0,1.2789578489114066,"13,8",1,0,,16,5
1324,1.0,3487950,20,1324,37.548865,1.0,"12,7",55.925023,1.0,"33,7",0.0,1.2789578489114066,"12,7",1,0,,16,2
1325,1.0,3490300,20,1325,37.548865,1.0,"10,8",55.925023,1.0,"33,4",0.0,1.2789578489114066,"13,5",1,0,,16,7
1326,1.0,3498000,20,1326,37.473391,1.0,–,55.869424,1.0,"27,5",1.0,1.2789578489114066,–,1,0,,17,7
1327,1.0,3513150,20,1327,37.548865,1.0,"12,6",55.925023,1.0,"33,3",0.0,1.2789578489114066,"12,7",1,0,,16,11
1328,1.0,3568278,20,1328,37.473391,1.0,–,55.869424,1.0,"29,4",1.0,1.2789578489114066,–,1,0,,17,2
1329,1.0,3611850,20,1329,37.548865,1.0,"13,7",55.925023,1.0,"36,3",0.0,1.2789578489114066,"14,2",1,0,,16,2
1330,1.0,3633700,20,1330,37.548865,1.0,"12,2",55.925023,1.0,"35,8",0.0,1.2789578489114066,"14,2",1,0,,16,10
1331,1.0,3642372,20,1331,37.473391,1.0,–,55.869424,1.0,"27,6",1.0,1.2789578489114066,–,1,0,,17,11
1332,1.0,3707548,20,1332,37.548865,1.0,–,55.925023,1.0,"32,8",0.0,1.2789578489114066,"24,2",1,0,,14,2
1333,1.0,3827200,20,1333,37.548865,1.0,"14,6",55.925023,1.0,"36,8",0.0,1.2789578489114066,"14,1",1,0,,16,7
1334,0.0,3950000,15,1334,37.54012,0.0,5,55.886393,1.0,26,0.0,1.2789578489114066,17,1,0,0.0,5,1
1335,0.0,4023689,10,1335,37.549417,0.0,–,55.861176,1.0,"29,8",0.0,1.2789578489114066,"29,8",1,0,0.0,8,4
1336,1.0,4173120,20,1336,37.548865,1.0,"12,1",55.925023,1.0,"43,5",0.0,1.2789578489114066,"17,7",1,0,,16,3
1337,1.0,4223775,20,1337,37.548865,1.0,"11,2",55.925023,1.0,"42,5",0.0,1.2789578489114066,"17,6",1,0,,16,4
1338,1.0,4300000,,1338,37.516341,1.0,7,55.879571,0.0,"32,1",,1.2789578489114066,"18,3",1,0,0.0,5,4
1339,1.0,4350000,10,1339,37.5372,,–,55.848559,1.0,18,0.0,1.2789578489114066,14,1,0,0.0,5,5
1340,1.0,4370445,20,1340,37.548865,1.0,"12,4",55.925023,1.0,"44,4",0.0,1.2789578489114066,"17,4",1,0,,16,4
1341,1.0,4373760,20,1341,37.548865,1.0,–,55.925023,1.0,"42,9",0.0,1.2789578489114066,"29,9",2,0,,16,6
1342,1.0,4399000,,1342,37.53738,,6,55.894025,0.0,33,,1.2789578489114066,20,1,0,0.0,5,1
1343,0.0,4400000,12,1343,37.569593,,5,55.79394,0.0,20,1.0,1.2789578489114066,11,1,0,0.0,5,2
1344,1.0,4400000,,1344,37.535511,,"5,6",55.840336,0.0,"33,4",,1.2789578489114066,"18,9",1,0,,5,1
1345,1.0,15400000,20,1345,37.561859,,–,55.810658,1.0,55,1.0,1.2789578489114066,44,1,0,0.0,30,7
1346,1.0,9990000,,1346,37.555274,1.0,11,55.869016,0.0,59,,1.2789578489114066,33,2,0,0.0,17,14
1347,1.0,9759100,8,1347,37.570465,,–,55.781509,1.0,"37,9",1.0,1.2789578489114066,"14,1",1,0,,7,1
1348,1.0,3012540,,1348,37.474049,1.0,–,55.871854,,"25,5",,1.2789578489114066,–,1,0,,9,6
1349,1.0,3118080,,1349,37.474049,1.0,–,55.871854,,"26,9",,1.2789578489114066,–,1,0,,9,4
1350,1.0,3442800,,1350,37.474049,1.0,–,55.871854,,"28,7",,1.2789578489114066,–,1,0,,9,8
1351,1.0,3477600,20,1351,37.548865,1.0,"10,8",55.925023,1.0,"33,6",0.0,1.2789578489114066,"13,8",1,0,,16,5
1352,1.0,3487950,20,1352,37.548865,1.0,"12,7",55.925023,1.0,"33,7",0.0,1.2789578489114066,"12,7",1,0,,16,2
1353,1.0,3490300,20,1353,37.548865,1.0,"10,8",55.925023,1.0,"33,4",0.0,1.2789578489114066,"13,5",1,0,,16,7
1354,1.0,3498000,20,1354,37.473391,1.0,–,55.869424,1.0,"27,5",1.0,1.2789578489114066,–,1,0,,17,7
1355,1.0,3513150,20,1355,37.548865,1.0,"12,6",55.925023,1.0,"33,3",0.0,1.2789578489114066,"12,7",1,0,,16,11
1356,1.0,3568278,20,1356,37.473391,1.0,–,55.869424,1.0,"29,4",1.0,1.2789578489114066,–,1,0,,17,2
1357,1.0,3611850,20,1357,37.548865,1.0,"13,7",55.925023,1.0,"36,3",0.0,1.2789578489114066,"14,2",1,0,,16,2
1358,1.0,3633700,20,1358,37.548865,1.0,"12,2",55.925023,1.0,"35,8",0.0,1.2789578489114066,"14,2",1,0,,16,10
1359,1.0,3642372,20,1359,37.473391,1.0,–,55.869424,1.0,"27,6",1.0,1.2789578489114066,–,1,0,,17,11
1360,1.0,3707548,20,1360,37.548865,1.0,–,55.925023,1.0,"32,8",0.0,1.2789578489114066,"24,2",1,0,,14,2
