,Tel,Price,Metrdist,N,lon,Bal,Kitsp,lat,Brick,Totsp,Walk,Dist,Livesp,Rooms,District,New,Nfloors,Floor
224,0.0,10500000,3,224,37.559847,1.0,9,55.765463,0.0,39,1.0,1.2789578489114066,19,1,0,0.0,17,11
225,0.0,6900000,10,225,37.642132,1.0,"9,8",55.774305,0.0,"34,5",1.0,1.2789578489114066,"19,2",1,0,0.0,16,3
226,1.0,99742500,10,226,37.549067,1.0,21,55.761558,1.0,"181,4",1.0,1.2789578489114066,90,4,0,0.0,21,13
227,,13500000,10,227,37.571417,1.0,6,55.730492,,45,1.0,1.2789578489114066,28,2,0,0.0,5,5
228,1.0,10500000,11,228,37.638216,0.0,9,55.786151,0.0,47,1.0,1.2789578489114066,35,2,0,0.0,12,1
229,1.0,10500000,9,229,37.696435,,9,55.775429,0.0,65,1.0,1.2789578489114066,47,3,0,,5,3
230,1.0,10500000,9,230,37.600441,1.0,9,55.787067,1.0,38,1.0,1.2789578489114066,21,1,0,0.0,12,10
231,1.0,10500000,2,231,37.563521,,10,55.723247,,"35,5",1.0,1.2789578489114066,19,1,0,0.0,5,2
232,,10500000,8,232,37.607951,1.0,"7,5",55.723354,,38,1.0,1.2789578489114066,"23,5",2,0,0.0,9,6
233,1.0,10500000,10,233,37.581954,1.0,9,55.768502,1.0,37,1.0,1.2789578489114066,17,1,0,0.0,9,1
234,0.0,10500000,14,234,37.708141,1.0,8,55.773869,0.0,55,0.0,1.2789578489114066,32,2,0,0.0,17,7
235,1.0,10500000,11,235,37.665983,1.0,6,55.765367,0.0,38,1.0,1.2789578489114066,23,2,0,0.0,14,4
236,1.0,10500000,10,236,37.589024,1.0,6,55.78276,,40,1.0,1.2789578489114066,28,2,0,0.0,5,3
237,1.0,10500000,20,237,37.675056,,7,55.739174,,"48,3",1.0,1.2789578489114066,"27,1",2,0,0.0,8,2
238,1.0,10500000,3,238,37.564913,1.0,6,55.765362,,35,1.0,1.2789578489114066,27,2,0,0.0,9,4
239,,10598345,6,239,37.671938,,–,55.775753,1.0,"61,5",1.0,1.2789578489114066,35,2,0,,8,3
240,0.0,10598345,5,240,37.67228,0.0,–,55.775824,1.0,"61,5",1.0,1.2789578489114066,"61,5",2,0,0.0,6,3
241,,10598345,6,241,37.671938,0.0,–,55.775753,,"61,5",1.0,1.2789578489114066,"61,5",1,0,,,3
242,1.0,10600000,3,242,37.627966,1.0,6,55.779423,1.0,44,1.0,1.2789578489114066,29,2,0,0.0,5,2
243,0.0,10600000,3,243,37.557861,1.0,"7,5",55.766329,0.0,"36,5",1.0,1.2789578489114066,19,1,0,0.0,12,11
244,1.0,10661503,5,244,37.671938,,"60,7",55.775753,1.0,"60,7",1.0,1.2789578489114066,–,2,0,,4,4
245,1.0,10700000,10,245,37.581954,1.0,9,55.768502,1.0,37,0.0,1.2789578489114066,17,1,0,0.0,9,4
246,1.0,10800000,5,246,37.585538,1.0,5,55.728859,1.0,42,1.0,1.2789578489114066,26,2,0,0.0,5,5
247,,10817568,6,247,37.671938,,–,55.775753,1.0,"51,3",1.0,1.2789578489114066,30,2,0,,5,1
248,,10817568,6,248,37.671938,,–,55.775753,1.0,"51,3",1.0,1.2789578489114066,25,1,0,,5,1
249,,10817568,6,249,37.671938,0.0,–,55.775753,,"51,3",1.0,1.2789578489114066,"51,3",1,0,,,1
250,,10859151,6,250,37.671938,0.0,–,55.775753,,"47,6",1.0,1.2789578489114066,"47,6",1,0,,,4
251,,10879674,6,251,37.671938,0.0,–,55.775753,,"47,7",1.0,1.2789578489114066,"47,7",1,0,,,4
252,1.0,10900000,9,252,37.636554,,22,55.726239,0.0,45,1.0,1.2789578489114066,19,1,0,0.0,12,2
253,1.0,44500000,5,253,37.587551,1.0,–,55.749334,1.0,"78,7",1.0,1.2789578489114066,"49,5",3,0,0.0,6,5
254,1.0,40590000,5,254,37.61839,,15,55.732498,1.0,"61,5",1.0,1.2789578489114066,35,2,0,,7,6
255,1.0,131300000,7,255,37.583697,,–,55.723699,,"131,3",1.0,1.2789578489114066,–,2,0,0.0,12,5
256,0.0,10900000,5,256,37.636554,,22,55.726239,0.0,45,1.0,1.2789578489114066,19,2,0,0.0,12,2
257,1.0,10900000,5,257,37.563548,1.0,"9,5",55.726198,0.0,35,1.0,1.2789578489114066,"19,4",1,0,0.0,14,6
258,1.0,10900000,7,258,37.548564,1.0,6,55.764384,1.0,43,1.0,1.2789578489114066,32,2,0,0.0,9,5
259,1.0,10900000,1,259,37.559847,1.0,8,55.765463,0.0,40,1.0,1.2789578489114066,20,1,0,0.0,17,3
260,1.0,10950000,9,260,37.67343,,–,55.768177,,"67,5",1.0,1.2789578489114066,50,2,0,0.0,4,2
261,0.0,10958128,5,261,37.672163,0.0,–,55.776294,1.0,"56,4",1.0,1.2789578489114066,"56,4",2,0,0.0,6,1
262,1.0,10987111,8,262,37.590982,1.0,9,55.783757,,50,1.0,1.2789578489114066,"29,1",2,0,0.0,9,9
263,1.0,10987000,8,263,37.590982,1.0,"7,1",55.783757,0.0,"48,4",1.0,1.2789578489114066,32,2,0,0.0,9,9
264,1.0,10990000,9,264,37.590156,1.0,6,55.730112,0.0,31,1.0,1.2789578489114066,18,1,0,0.0,8,8
265,1.0,10999000,5,265,37.566701,1.0,6,55.72638,1.0,40,1.0,1.2789578489114066,"25,2",2,0,0.0,5,4
266,1.0,11000000,5,266,37.672289,,6,55.730568,1.0,43,1.0,1.2789578489114066,30,2,0,0.0,8,6
267,1.0,11000000,6,267,37.633176,,8,55.786738,1.0,47,1.0,1.2789578489114066,30,2,0,0.0,6,2
268,1.0,11000000,9,268,37.590156,1.0,8,55.730112,1.0,32,1.0,1.2789578489114066,19,1,0,0.0,8,8
269,1.0,11000000,10,269,37.586113,1.0,6,55.767985,1.0,31,1.0,1.2789578489114066,18,1,0,0.0,5,3
270,1.0,11000000,10,270,37.632224,1.0,10,55.787923,,38,1.0,1.2789578489114066,19,1,0,0.0,16,14
271,1.0,11000000,5,271,37.621696,1.0,"8,6",55.7249,0.0,39,1.0,1.2789578489114066,"20,9",1,0,0.0,14,2
272,1.0,11000000,3,272,37.582403,1.0,10,55.725792,1.0,39,1.0,1.2789578489114066,20,1,0,0.0,8,7
273,1.0,11000000,1,273,37.618659,1.0,7,55.736012,0.0,39,1.0,1.2789578489114066,"21,6",1,0,0.0,15,11
274,1.0,11000000,11,274,37.567321,1.0,7,55.770163,1.0,"39,3",1.0,1.2789578489114066,"22,9",2,0,0.0,9,1
275,1.0,11100000,5,275,37.672971,,8,55.774958,1.0,"38,8",1.0,1.2789578489114066,"31,8",1,0,,9,7
276,,11117500,6,276,37.671938,0.0,–,55.775753,,"47,9",1.0,1.2789578489114066,"47,9",1,0,,,5
277,1.0,11118000,6,277,37.642132,1.0,–,55.774305,1.0,43,1.0,1.2789578489114066,30,1,0,,19,2
278,,11150000,7,278,37.582781,,–,55.767944,1.0,28,1.0,1.2789578489114066,–,1,0,0.0,8,1
279,,11160000,10,279,37.582781,,–,55.767944,1.0,28,1.0,1.2789578489114066,–,1,0,0.0,8,1
280,1.0,11160000,10,280,37.588871,,8,55.767514,1.0,"27,9",1.0,1.2789578489114066,"22,9",1,0,,8,1
281,1.0,60000000,6,281,37.59833,1.0,13,55.768243,0.0,124,1.0,1.2789578489114066,69,3,0,0.0,8,7
282,1.0,62147778,8,282,37.612829,1.0,16,55.773024,1.0,172,1.0,1.2789578489114066,116,4,0,0.0,7,7
283,1.0,14558000,5,283,37.67661,1.0,"8,5",55.742073,1.0,"50,2",1.0,1.2789578489114066,"24,8",2,0,,13,2
284,0.0,11200000,12,284,37.558104,1.0,"6,5",55.771028,1.0,60,1.0,1.2789578489114066,46,3,0,0.0,5,4
285,1.0,11200000,7,285,37.709731,,9,55.777094,1.0,78,1.0,1.2789578489114066,43,3,0,0.0,9,1
286,1.0,11200000,7,286,37.594486,,6,55.747363,1.0,30,1.0,1.2789578489114066,16,1,0,0.0,8,1
287,,11249465,8,287,37.643866,1.0,6,55.730857,1.0,"38,6",1.0,1.2789578489114066,20,1,0,,7,2
288,,11300000,5,288,37.573133,1.0,6,55.761685,0.0,"44,2",1.0,1.2789578489114066,31,2,0,0.0,9,6
289,1.0,11300000,6,289,37.673636,,8,55.781681,1.0,62,1.0,1.2789578489114066,42,2,0,0.0,5,3
290,1.0,11300000,10,290,37.693696,1.0,9,55.774598,1.0,73,1.0,1.2789578489114066,51,4,0,0.0,5,4
291,,11368000,5,291,37.672971,,–,55.774958,1.0,"39,2",1.0,1.2789578489114066,–,2,0,0.0,8,7
292,1.0,11390000,5,292,37.536886,1.0,–,55.754988,1.0,54,1.0,1.2789578489114066,30,3,0,0.0,5,2
293,,11396446,6,293,37.671938,0.0,–,55.775753,,"56,4",1.0,1.2789578489114066,"56,4",1,0,,,3
294,1.0,11400000,5,294,37.684793,1.0,14,55.771849,1.0,43,1.0,1.2789578489114066,20,1,0,0.0,12,9
295,1.0,11400000,5,295,37.567051,1.0,10,55.766116,1.0,"35,8",1.0,1.2789578489114066,"15,1",1,0,0.0,12,8
296,0.0,11400000,6,296,37.567051,1.0,"10,2",55.766116,1.0,37,1.0,1.2789578489114066,"15,1",1,0,0.0,12,8
297,1.0,11500000,5,297,37.674615,1.0,7,55.769874,0.0,"38,7",1.0,1.2789578489114066,"23,1",2,0,0.0,12,9
298,1.0,11500000,10,298,37.582682,,10,55.754618,1.0,"44,5",1.0,1.2789578489114066,"24,5",1,0,0.0,14,10
299,1.0,11500000,5,299,37.586563,1.0,"7,7",55.772927,1.0,"36,3",1.0,1.2789578489114066,"21,5",2,0,0.0,9,3
300,1.0,11500000,3,300,37.633419,1.0,6,55.731926,0.0,40,1.0,1.2789578489114066,23,2,0,0.0,9,4
301,1.0,11500000,1,301,37.558634,1.0,8,55.766709,0.0,40,1.0,1.2789578489114066,19,1,0,0.0,17,6
302,1.0,11500000,7,302,37.669333,1.0,10,55.728373,0.0,"65,7",1.0,1.2789578489114066,38,2,0,,6,3
303,1.0,11500000,7,303,37.568749,1.0,"10,7",55.766552,1.0,"38,5",1.0,1.2789578489114066,"15,2",1,0,0.0,12,7
304,1.0,11530000,5,304,37.650325,0.0,7,55.773418,0.0,52,1.0,1.2789578489114066,"36,5",2,0,0.0,8,5
305,1.0,11650000,11,305,37.67705,1.0,"6,2",55.732377,0.0,56,1.0,1.2789578489114066,34,3,0,0.0,9,8
306,0.0,11700000,15,306,37.709021,1.0,10,55.773363,,52,0.0,1.2789578489114066,34,2,0,0.0,14,6
307,1.0,11720000,9,307,37.646274,1.0,10,55.776006,0.0,39,1.0,1.2789578489114066,"17,7",1,0,,16,9
308,1.0,11750000,2,308,37.579601,1.0,"5,5",55.759304,0.0,44,1.0,1.2789578489114066,28,2,0,,5,3
309,1.0,12500000,10,309,37.689177,,13,55.7747,1.0,50,1.0,1.2789578489114066,28,2,0,0.0,5,5
310,1.0,73000000,8,310,37.596678,,–,55.74979,1.0,"122,5",1.0,1.2789578489114066,90,4,0,0.0,9,8
311,1.0,18700000,8,311,37.561446,,8,55.727029,0.0,54,1.0,1.2789578489114066,"30,5",2,0,0.0,10,4
312,1.0,11800000,6,312,37.596031,,9,55.785417,0.0,53,1.0,1.2789578489114066,30,2,0,0.0,12,1
313,1.0,11850000,3,313,37.674615,1.0,"6,5",55.769874,1.0,"38,7",1.0,1.2789578489114066,"23,1",2,0,0.0,12,9
314,1.0,11890000,10,314,37.686841,0.0,"9,4",55.776846,0.0,51,1.0,1.2789578489114066,"29,1",2,0,0.0,12,6
315,1.0,11900000,8,315,37.572064,1.0,6,55.763797,1.0,"43,2",1.0,1.2789578489114066,28,2,0,0.0,9,8
316,1.0,11900000,13,316,37.553496,,10,55.758088,1.0,"55,8",1.0,1.2789578489114066,37,2,0,0.0,5,2
317,1.0,11900000,3,317,37.622962,1.0,"8,1",55.792194,0.0,"52,7",1.0,1.2789578489114066,"31,5",2,0,0.0,16,3
318,0.0,11920000,5,318,37.641971,1.0,6,55.764298,1.0,30,1.0,1.2789578489114066,"19,8",1,0,0.0,9,3
319,0.0,11950000,5,319,37.587371,,6,55.783934,,45,1.0,1.2789578489114066,29,2,0,0.0,9,2
320,0.0,11980000,2,320,37.679862,1.0,10,55.74562,0.0,62,1.0,1.2789578489114066,33,2,0,0.0,7,7
321,1.0,12000000,2,321,37.559847,,10,55.765463,1.0,40,1.0,1.2789578489114066,19,1,0,0.0,17,5
322,1.0,12000000,,322,37.674292,1.0,15,55.735236,,60,0.0,1.2789578489114066,35,3,0,0.0,9,5
323,1.0,12000000,4,323,37.579133,1.0,"8,1",55.764156,1.0,"37,8",1.0,1.2789578489114066,"14,2",1,0,0.0,14,2
324,1.0,12000000,8,324,37.68624,1.0,"6,7",55.775368,0.0,"60,7",1.0,1.2789578489114066,36,2,0,0.0,16,5
325,1.0,12000000,4,325,37.583463,1.0,6,55.773165,,35,1.0,1.2789578489114066,25,2,0,0.0,8,2
326,1.0,12000000,8,326,37.673349,1.0,6,55.73408,0.0,"51,5",1.0,1.2789578489114066,"33,2",3,0,0.0,9,6
327,1.0,12000000,5,327,37.639931,1.0,"6,3",55.789345,0.0,64,1.0,1.2789578489114066,40,3,0,0.0,9,4
328,1.0,12000000,3,328,37.661033,1.0,12,55.782668,,45,1.0,1.2789578489114066,22,1,0,0.0,18,15
329,0.0,12000000,3,329,37.671669,,"6,4",55.733112,,55,1.0,1.2789578489114066,45,3,0,0.0,12,4
330,,12000000,10,330,37.573061,1.0,"6,5",55.722639,1.0,"41,7",1.0,1.2789578489114066,"24,9",2,0,0.0,9,6
331,1.0,12000000,1,331,37.618659,1.0,7,55.736012,,38,1.0,1.2789578489114066,21,1,0,0.0,15,5
332,1.0,11999999,7,332,37.635323,,8,55.78812,0.0,"49,2",1.0,1.2789578489114066,32,2,0,0.0,7,6
333,1.0,12000000,6,333,37.58809,0.0,5,55.761092,1.0,"42,9",0.0,1.2789578489114066,"32,5",2,0,0.0,9,2
334,1.0,12000000,5,334,37.58809,0.0,6,55.761092,1.0,43,1.0,1.2789578489114066,33,2,0,0.0,9,2
335,1.0,12049500,10,335,37.642132,1.0,"18,1",55.774305,1.0,"43,5",1.0,1.2789578489114066,"10,7",1,0,,19,4
336,1.0,12050000,7,336,37.639931,1.0,"6,3",55.789345,0.0,64,1.0,1.2789578489114066,40,3,0,0.0,9,4
337,1.0,50415800,10,337,37.646848,,–,55.741531,,"79,5",1.0,1.2789578489114066,56,2,0,,11,2
338,0.0,107700000,5,338,37.584227,1.0,31,55.735434,1.0,182,1.0,1.2789578489114066,121,4,0,0.0,7,4
339,1.0,174639000,10,339,37.584119,0.0,"12,9",55.735368,1.0,"253,1",1.0,1.2789578489114066,130,5,0,0.0,7,1
340,1.0,12050000,6,340,37.639931,1.0,"6,3",55.789345,0.0,64,1.0,1.2789578489114066,40,3,0,0.0,9,4
341,1.0,12100000,5,341,37.630535,1.0,12,55.791283,1.0,"54,6",1.0,1.2789578489114066,37,2,0,0.0,9,7
342,1.0,12149427,8,342,37.643866,,–,55.730857,,"38,6",1.0,1.2789578489114066,–,1,0,,7,2
343,1.0,12149400,5,343,37.644261,,8,55.731551,1.0,"38,6",1.0,1.2789578489114066,"31,7",1,0,,7,2
344,1.0,12149427,8,344,37.643866,0.0,–,55.730857,1.0,"38,6",1.0,1.2789578489114066,–,1,0,,7,2
345,,12149427,8,345,37.643866,,–,55.730857,,"38,6",1.0,1.2789578489114066,–,1,0,,7,2
346,1.0,12177740,8,346,37.643866,,–,55.730857,,"38,7",1.0,1.2789578489114066,–,1,0,,7,2
347,1.0,12200000,15,347,37.571938,1.0,6,55.769433,0.0,45,1.0,1.2789578489114066,30,2,0,0.0,12,7
348,1.0,12200000,5,348,37.580652,1.0,5,55.744526,1.0,36,1.0,1.2789578489114066,28,2,0,0.0,5,2
349,0.0,12200000,10,349,37.674292,1.0,6,55.735236,0.0,60,1.0,1.2789578489114066,43,3,0,0.0,9,5
350,,12240000,12,350,37.582781,,–,55.767944,1.0,"30,6",1.0,1.2789578489114066,–,1,0,0.0,8,1
351,1.0,12250000,7,351,37.674292,,6,55.735236,0.0,60,1.0,1.2789578489114066,43,3,0,0.0,9,5
352,1.0,12250000,7,352,37.634712,1.0,"9,5",55.727501,0.0,51,1.0,1.2789578489114066,30,2,0,0.0,12,12
353,1.0,12300000,10,353,37.673349,1.0,6,55.73408,0.0,"51,5",1.0,1.2789578489114066,"33,2",3,0,0.0,9,6
354,1.0,12300000,5,354,37.665983,1.0,10,55.765367,0.0,36,1.0,1.2789578489114066,19,1,0,0.0,14,3
355,1.0,12300000,8,355,37.635386,,8,55.786951,0.0,50,1.0,1.2789578489114066,32,2,0,0.0,12,5
356,1.0,12300000,7,356,37.673735,,"9,6",55.744059,0.0,"50,5",1.0,1.2789578489114066,31,2,0,0.0,12,12
357,,12312000,5,357,37.642132,1.0,8,55.774305,0.0,64,1.0,1.2789578489114066,43,3,0,0.0,16,8
358,1.0,12350000,8,358,37.638773,,6,55.769828,1.0,"55,5",1.0,1.2789578489114066,42,3,0,0.0,5,2
359,,12357700,,359,37.685364,,–,55.745617,1.0,"64,7",,1.2789578489114066,"45,7",3,0,,19,6
360,1.0,12393120,8,360,37.643866,,–,55.730857,,"38,6",1.0,1.2789578489114066,–,1,0,,7,3
361,1.0,12393120,5,361,37.64348,0.0,–,55.731075,1.0,"38,6",1.0,1.2789578489114066,–,1,0,,7,3
362,0.0,12400000,10,362,37.586095,1.0,6,55.767392,,38,0.0,1.2789578489114066,25,2,0,0.0,9,9
363,1.0,12450000,10,363,37.575702,1.0,8,55.739732,1.0,38,1.0,1.2789578489114066,21,1,0,0.0,6,5
364,1.0,12480000,7,364,37.660215,1.0,10,55.771479,1.0,47,1.0,1.2789578489114066,22,1,0,0.0,9,8
365,1.0,58174000,3,365,37.591557,,"20,2",55.770973,1.0,83,1.0,1.2789578489114066,"35,2",2,0,,12,12
366,1.0,117000000,7,366,37.599786,1.0,20,55.774472,1.0,174,1.0,1.2789578489114066,110,4,0,0.0,10,3
367,1.0,146744855,10,367,37.592716,1.0,64,55.740451,1.0,178,1.0,1.2789578489114066,49,2,0,0.0,7,6
368,1.0,12490000,3,368,37.61945,1.0,6,55.72815,1.0,56,1.0,1.2789578489114066,"45,4",3,0,0.0,5,3
369,1.0,12500000,2,369,37.652202,1.0,8,55.738348,1.0,"40,1",1.0,1.2789578489114066,"23,1",1,0,0.0,9,5
370,1.0,12500000,7,370,37.659182,1.0,"8,5",55.782947,0.0,"50,9",1.0,1.2789578489114066,"30,3",2,0,0.0,17,10
371,1.0,12500000,10,371,37.562937,1.0,10,55.757962,1.0,53,1.0,1.2789578489114066,35,2,0,0.0,5,4
372,1.0,12500000,12,372,37.704987,,9,55.774781,,56,1.0,1.2789578489114066,30,2,0,,12,2
373,1.0,12533034,8,373,37.643866,,–,55.730857,,"38,7",1.0,1.2789578489114066,–,1,0,,7,2
374,,12600000,5,374,37.672971,,–,55.774958,1.0,39,1.0,1.2789578489114066,–,1,0,0.0,10,7
375,1.0,12600000,5,375,37.673951,0.0,8,55.774634,1.0,"38,8",1.0,1.2789578489114066,"31,8",1,0,,8,6
376,1.0,12600000,5,376,37.672971,,40,55.774958,1.0,40,1.0,1.2789578489114066,–,1,0,0.0,8,8
377,0.0,12600000,7,377,37.672971,1.0,–,55.774958,1.0,"38,8",1.0,1.2789578489114066,"38,8",1,0,0.0,10,7
378,0.0,12600000,3,378,37.673951,0.0,–,55.774634,1.0,"37,8",1.0,1.2789578489114066,"37,8",1,0,0.0,10,7
379,1.0,12600000,10,379,37.674292,1.0,6,55.735236,0.0,60,1.0,1.2789578489114066,49,3,0,0.0,9,5
380,0.0,12600000,13,380,37.580652,0.0,–,55.744526,1.0,37,1.0,1.2789578489114066,–,2,0,0.0,5,2
381,1.0,12614713,8,381,37.643866,,–,55.730857,,"38,5",1.0,1.2789578489114066,–,1,0,,7,4
382,1.0,12614713,5,382,37.64348,0.0,–,55.731075,1.0,"38,5",1.0,1.2789578489114066,–,1,0,,7,4
383,,12646834,6,383,37.671938,,–,55.775753,1.0,"50,3",1.0,1.2789578489114066,30,2,0,,8,2
384,,12646834,6,384,37.671938,,–,55.775753,1.0,"50,3",1.0,1.2789578489114066,25,1,0,,8,2
385,,12751098,6,385,37.671938,0.0,–,55.775753,,"60,8",1.0,1.2789578489114066,"60,8",1,0,,,5
386,1.0,12800000,12,386,37.682062,1.0,"5,4",55.733472,1.0,"56,4",1.0,1.2789578489114066,"40,1",3,0,0.0,9,4
387,1.0,12800000,5,387,37.664689,1.0,"8,5",55.736878,,52,1.0,1.2789578489114066,"30,6",2,0,0.0,17,16
388,1.0,12801600,10,388,37.642132,1.0,"19,5",55.774305,1.0,"50,8",1.0,1.2789578489114066,"14,2",1,0,,19,7
389,,12888859,8,389,37.643866,,–,55.730857,,"38,6",1.0,1.2789578489114066,–,1,0,,7,5
390,1.0,12900000,11,390,37.692663,1.0,7,55.738439,1.0,51,1.0,1.2789578489114066,28,2,0,0.0,17,12
391,1.0,12900000,12,391,37.669531,,6,55.744105,0.0,"58,3",1.0,1.2789578489114066,"39,5",3,0,0.0,12,3
392,0.0,12900000,5,392,37.631137,0.0,6,55.776745,1.0,48,0.0,1.2789578489114066,32,2,0,0.0,6,2
393,1.0,76099320,13,393,37.591539,0.0,–,55.742869,1.0,161,1.0,1.2789578489114066,–,4,0,0.0,5,1
394,,190248300,2,394,37.629583,,–,55.74374,,185,1.0,1.2789578489114066,–,4,0,0.0,4,3
395,1.0,44900000,5,395,37.634595,1.0,20,55.761011,1.0,133,1.0,1.2789578489114066,100,2,0,0.0,5,5
396,1.0,12900000,9,396,37.595609,1.0,"6,5",55.748919,0.0,39,1.0,1.2789578489114066,23,2,0,0.0,12,2
397,0.0,12900000,,397,37.694621,0.0,–,55.775854,1.0,54,,1.2789578489114066,"44,2",2,0,0.0,5,4
398,0.0,12950000,15,398,37.565802,1.0,6,55.733751,,45,0.0,1.2789578489114066,25,2,0,0.0,12,4
399,1.0,12950000,,399,37.669621,1.0,"8,1",55.73553,,"53,5",0.0,1.2789578489114066,32,2,0,0.0,17,8
400,1.0,12990000,7,400,37.677283,1.0,9,55.768142,1.0,53,1.0,1.2789578489114066,33,2,0,0.0,14,6
401,1.0,13000000,5,401,37.675406,1.0,12,55.743162,0.0,"64,5",1.0,1.2789578489114066,"34,2",2,0,0.0,16,3
402,,13000000,6,402,37.673951,,–,55.774634,1.0,"51,9",1.0,1.2789578489114066,"51,9",2,0,0.0,7,4
403,1.0,13000000,5,403,37.545438,0.0,8,55.753691,0.0,65,0.0,1.2789578489114066,38,3,0,0.0,5,2
404,1.0,13000000,5,404,37.673951,,–,55.774634,0.0,52,1.0,1.2789578489114066,52,2,0,,7,4
405,1.0,13000000,5,405,37.628217,1.0,"10,8",55.775074,0.0,56,1.0,1.2789578489114066,28,2,0,0.0,16,1
406,1.0,13000000,6,406,37.591557,0.0,6,55.770973,1.0,26,1.0,1.2789578489114066,20,1,0,,12,10
407,1.0,13000000,6,407,37.567869,1.0,8,55.766111,0.0,40,1.0,1.2789578489114066,29,2,0,,12,6
408,1.0,13000000,5,408,37.628325,1.0,9,55.770127,0.0,"36,7",1.0,1.2789578489114066,19,1,0,0.0,12,5
409,1.0,13000000,3,409,37.662749,,7,55.778441,0.0,"58,6",1.0,1.2789578489114066,39,2,0,0.0,12,11
410,1.0,13000000,3,410,37.591557,0.0,–,55.770973,1.0,26,1.0,1.2789578489114066,–,1,0,,12,10
411,1.0,13000000,13,411,37.557421,1.0,6,55.756786,0.0,"58,7",1.0,1.2789578489114066,"44,6",3,0,0.0,9,2
412,,13000000,7,412,37.564721,,–,55.771218,1.0,67,1.0,1.2789578489114066,40,2,0,,44,3
413,0.0,13000000,4,413,37.577265,0.0,6,55.724287,1.0,45,1.0,1.2789578489114066,31,2,0,0.0,8,4
414,1.0,13000000,9,414,37.657143,,9,55.747312,,55,1.0,1.2789578489114066,34,2,0,,6,2
415,1.0,13000000,11,415,37.683877,1.0,13,55.74108,0.0,64,1.0,1.2789578489114066,34,2,0,,17,2
416,1.0,13000000,7,416,37.65037,1.0,8,55.764369,0.0,41,1.0,1.2789578489114066,26,2,0,0.0,12,8
417,1.0,13000000,5,417,37.711455,1.0,"9,8",55.776046,0.0,60,0.0,1.2789578489114066,32,2,0,0.0,9,5
418,1.0,13000000,5,418,37.631559,,11,55.730826,0.0,63,1.0,1.2789578489114066,35,2,0,0.0,9,2
419,1.0,13149940,8,419,37.643866,,–,55.730857,,"38,0",1.0,1.2789578489114066,–,1,0,,7,7
420,1.0,13200000,9,420,37.59348,,6,55.78651,1.0,"54,4",1.0,1.2789578489114066,32,2,0,0.0,8,2
421,1.0,48430200,5,421,37.619549,,–,55.732514,0.0,"54,6",1.0,1.2789578489114066,"54,6",2,0,,7,5
422,1.0,12500000,10,422,37.668471,,10,55.742478,0.0,55,1.0,1.2789578489114066,45,2,0,0.0,12,7
423,1.0,114148980,7,423,37.576726,,–,55.730892,,"138,5",1.0,1.2789578489114066,–,4,0,0.0,11,7
424,1.0,13200000,9,424,37.59348,,6,55.78651,1.0,"54,4",1.0,1.2789578489114066,32,3,0,0.0,8,2
425,1.0,13200000,4,425,37.670061,1.0,9,55.782719,1.0,58,1.0,1.2789578489114066,33,2,0,0.0,9,5
426,0.0,13200000,11,426,37.579744,1.0,5,55.753772,1.0,"44,1",1.0,1.2789578489114066,30,2,0,0.0,5,2
427,0.0,13300000,6,427,37.673735,1.0,"10,2",55.744059,0.0,"64,3",1.0,1.2789578489114066,"43,3",3,0,0.0,12,2
428,1.0,13300000,7,428,37.578325,1.0,6,55.771874,0.0,62,1.0,1.2789578489114066,42,4,0,0.0,9,9
429,1.0,13300000,7,429,37.693624,1.0,"9,4",55.737345,0.0,"58,3",1.0,1.2789578489114066,"31,6",2,0,,21,15
430,1.0,13300000,5,430,37.672971,,8,55.774958,1.0,"43,4",1.0,1.2789578489114066,"35,6",1,0,,9,2
431,1.0,13300000,5,431,37.684075,1.0,9,55.743781,0.0,"53,5",1.0,1.2789578489114066,"32,2",2,0,0.0,17,14
432,1.0,13336400,10,432,37.642132,1.0,"11,7",55.774305,1.0,"43,3",1.0,1.2789578489114066,"16,6",1,0,,19,15
433,1.0,13381884,5,433,37.64348,0.0,–,55.731075,1.0,"37,5",1.0,1.2789578489114066,–,1,0,,7,7
434,1.0,13399000,9,434,37.561149,1.0,8,55.758372,1.0,55,1.0,1.2789578489114066,34,2,0,0.0,5,4
435,1.0,13400000,12,435,37.683185,1.0,10,55.740071,0.0,51,1.0,1.2789578489114066,"30,4",2,0,0.0,17,2
436,,13400000,5,436,37.633778,,7,55.78439,0.0,63,1.0,1.2789578489114066,45,3,0,0.0,5,1
437,1.0,13450000,15,437,37.6433,1.0,7,55.735221,1.0,75,1.0,1.2789578489114066,56,3,0,0.0,5,5
438,1.0,13490000,15,438,37.570788,1.0,11,55.73591,1.0,"46,6",1.0,1.2789578489114066,21,1,0,0.0,16,13
439,1.0,13500000,10,439,37.662794,1.0,10,55.771489,1.0,"63,8",1.0,1.2789578489114066,43,2,0,0.0,6,4
440,1.0,13500000,5,440,37.638835,1.0,5,55.733655,0.0,55,1.0,1.2789578489114066,40,3,0,0.0,5,2
441,1.0,13500000,5,441,37.569692,,8,55.724545,1.0,63,1.0,1.2789578489114066,43,2,0,0.0,6,1
442,1.0,13500000,15,442,37.694513,,7,55.774431,1.0,82,1.0,1.2789578489114066,60,3,0,0.0,5,3
443,1.0,13500000,15,443,37.561149,1.0,8,55.758372,1.0,56,1.0,1.2789578489114066,34,2,0,0.0,5,5
444,1.0,13500000,3,444,37.656523,1.0,8,55.75511,,"52,2",1.0,1.2789578489114066,"32,2",2,0,,8,3
